
📡央视超清,#genre#
CCTV2,http://180.140.22.174:8088/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://106.115.26.182:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5,http://106.115.24.250:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5,http://106.115.24.120:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
CCTV9,http://221.226.218.162:9901/tsfile/live/65440_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://106.115.24.254:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV17,http://221.226.218.162:9901/tsfile/live/65448_1.m3u8?key=txiptv&playlive=1&authid=0


CCTV7,http://121.19.134.2:808/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://106.115.26.182:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV3,http://106.115.27.82:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&down=1
CCTV8,http://106.115.24.140:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&down=1
CCTV1,http://221.226.218.162:9901/tsfile/live/65432_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://121.19.134.2:808/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://106.115.24.238:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5,http://221.226.218.162:9901/tsfile/live/65449_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://106.115.27.82:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&down=1
CCTV10,http://121.19.134.2:808/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://106.115.24.120:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV3,http://106.115.26.182:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&down=1
CCTV3,http://106.115.24.12:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5,http://106.115.24.254:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5,http://180.140.22.174:8088/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://221.226.218.162:9901/tsfile/live/65447_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://106.115.27.62:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV1,http://180.140.22.174:8088/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://106.115.24.12:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://221.226.218.162:9901/tsfile/live/65446_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://106.115.27.9:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV8,http://106.115.27.9:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&down=1
CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://106.115.24.250:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5,http://106.115.24.140:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://106.115.24.120:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV风云剧场,http://121.19.134.2:808/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://221.226.218.162:9901/tsfile/live/65436_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://221.226.218.162:9901/tsfile/live/65437_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://221.226.218.162:9901/tsfile/live/65444_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://106.115.24.120:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://106.115.24.140:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV3,http://58.220.219.14:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://106.115.27.82:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://221.226.218.162:9901/tsfile/live/65443_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://222.243.24.51:9901/tsfile/live/0011_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://218.2.110.186:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://222.243.24.51:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://106.115.24.140:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV16,http://180.140.22.174:8088/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://106.115.24.140:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&down=1
CCTV6,http://106.115.24.238:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV3,http://106.115.27.62:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&down=1
CCTV4,http://106.115.27.9:9901/tsfile/live/faacts/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV8,http://106.115.24.254:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&down=1
CCTV6,http://106.115.27.62:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://110.7.128.176:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://218.2.110.186:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://106.115.24.254:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7,http://106.115.24.120:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://106.115.27.62:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7,http://106.115.24.250:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13,http://106.115.27.9:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&down=1
CCTV4,http://106.115.26.182:9901/tsfile/live/faacts/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV17,http://106.115.26.182:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7,http://221.226.218.162:9901/tsfile/live/65438_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://106.115.24.254:9901/tsfile/live/faacts/0010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV4,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://221.226.218.162:9901/tsfile/live/65435_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://106.115.27.62:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13,http://121.19.134.2:808/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://110.7.128.211:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://110.7.128.185:8096/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://36.249.150.135:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://106.115.24.238:9901/tsfile/live/faacts/0010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://106.115.26.182:9901/tsfile/live/faacts/1001_1.m3u8?key=txiptv&playlive=1&down=1
CCTV8,http://106.115.27.62:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://222.243.24.51:9901/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://106.115.24.120:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://106.115.24.120:9901/tsfile/live/faacts/0015_1.m3u8?key=txiptv&playlive=1&down=1
CCTV6,http://106.115.27.82:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://110.7.128.159:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://110.7.128.164:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://106.115.24.250:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://110.7.128.171:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://106.115.24.140:9901/tsfile/live/faacts/0015_1.m3u8?key=txiptv&playlive=1&down=1
CCTV9,http://106.115.24.120:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13,http://110.7.128.172:8096/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://111.9.163.109:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://110.7.128.17:8096/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://110.7.128.184:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://110.7.128.17:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://106.115.26.182:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13,http://110.7.128.177:8096/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://106.115.24.254:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://110.7.128.176:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://106.115.24.12:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV1,http://106.115.24.140:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://110.7.128.176:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://106.115.24.238:9901/tsfile/live/faacts/1001_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13,http://106.115.24.254:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5,http://106.115.27.62:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://106.115.24.238:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://106.115.27.82:9901/tsfile/live/faacts/1001_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7,http://110.7.128.162:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://110.7.128.94:8096/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://106.115.27.82:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://110.7.128.164:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://106.115.24.250:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV10,http://106.115.24.250:9901/tsfile/live/faacts/0010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://110.7.128.174:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://106.115.24.250:9901/tsfile/live/faacts/1001_1.m3u8?key=txiptv&playlive=1&down=1
CCTV17,http://106.115.24.140:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://110.7.128.177:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://106.115.26.182:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
CCTV9,http://106.115.24.140:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://110.7.128.180:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://106.115.24.120:9901/tsfile/live/faacts/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://110.7.128.164:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://106.115.24.140:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV1,http://106.115.24.120:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
CCTV11,http://110.7.128.185:8096/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://110.7.128.210:8096/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://106.115.27.9:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://110.7.128.198:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.194:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://110.7.128.168:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://106.115.24.120:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV4,http://106.115.24.238:9901/tsfile/live/faacts/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV17,http://106.115.24.254:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://106.115.27.9:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://110.7.128.162:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://106.115.24.238:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV10,http://106.115.27.82:9901/tsfile/live/faacts/0010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://110.7.128.174:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://110.7.128.161:8096/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://106.115.24.238:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://110.7.128.211:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://106.115.27.62:9901/tsfile/live/faacts/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV11,http://106.115.26.182:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV11,http://106.115.27.62:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://106.115.26.182:9901/tsfile/live/faacts/0015_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7,http://106.115.24.140:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7,http://106.115.27.82:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV11,http://110.7.128.174:8096/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://110.7.128.69:8096/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://110.7.128.88:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.172:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://106.115.27.62:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://110.7.128.69:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://110.7.128.185:8096/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://110.7.128.213:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://106.115.24.12:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13,http://106.115.24.12:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://110.7.128.167:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://110.7.128.207:8096/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://110.7.128.174:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.88:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://106.115.27.9:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV10,http://106.115.24.140:9901/tsfile/live/faacts/0010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://106.115.24.238:9901/tsfile/live/faacts/0015_1.m3u8?key=txiptv&playlive=1&down=1
CCTV17,http://106.115.24.238:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://110.7.128.210:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://218.2.110.186:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://110.7.128.69:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://106.115.24.238:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://110.7.128.17:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://110.7.128.176:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://110.7.128.174:8096/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.161:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.159:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.212:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://106.115.24.140:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13,http://106.115.24.120:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13,http://110.7.128.173:8096/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://110.7.128.180:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://106.115.27.62:9901/tsfile/live/faacts/0010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://106.115.26.182:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://110.7.128.200:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://106.115.24.120:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://110.7.128.180:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://106.115.24.254:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
CCTV4,http://106.115.27.82:9901/tsfile/live/faacts/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://110.7.128.88:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.178:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://106.115.27.62:9901/tsfile/live/faacts/0015_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7,http://106.115.26.182:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://110.7.128.172:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://58.220.219.14:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://110.7.128.211:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://110.7.128.204:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://110.7.128.207:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://110.7.128.212:8096/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://106.115.24.12:9901/tsfile/live/faacts/0015_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://110.7.128.195:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://121.19.134.2:808/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://110.7.128.167:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://110.7.128.212:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.188:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://106.115.24.238:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV11,http://110.7.128.211:8096/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://106.115.27.9:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
CCTV10,http://106.115.26.182:9901/tsfile/live/faacts/0010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://106.115.27.82:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7,http://106.115.24.12:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://110.7.128.173:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.173:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://110.7.128.173:8096/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://110.7.128.164:8096/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://106.115.27.9:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7,http://110.7.128.210:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://106.115.26.182:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&down=1
CCTV4,http://106.115.24.254:9901/tsfile/live/faacts/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://106.115.24.254:9901/tsfile/live/faacts/1001_1.m3u8?key=txiptv&playlive=1&down=1
CCTV4,http://106.115.24.12:9901/tsfile/live/faacts/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13,http://106.115.24.140:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&down=1
CCTV9,http://106.115.27.82:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&down=1
CCTV风云足球,http://121.19.134.2:808/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://106.115.27.9:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV10,http://106.115.24.120:9901/tsfile/live/faacts/0010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV17,http://106.115.24.12:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13,http://222.217.243.197:8181/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://106.115.24.250:9901/tsfile/live/faacts/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://110.7.128.211:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://110.7.128.178:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://110.7.128.174:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://106.115.27.82:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1
CCTV10,http://110.7.128.207:8096/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://110.7.128.94:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://110.7.128.204:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://61.138.128.226:19901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://110.7.128.188:8096/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://110.7.128.88:8096/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://106.115.24.250:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&down=1
CCTV11,http://110.7.128.180:8096/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.207:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://110.7.128.210:8096/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://106.115.27.82:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14,http://110.7.128.159:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://110.7.128.171:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://61.138.128.226:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://110.7.128.184:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://110.7.128.210:8096/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://110.7.128.161:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://106.115.24.254:9901/tsfile/live/faacts/0015_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15,http://110.7.128.163:8096/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://110.7.128.178:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://110.7.128.177:8096/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://110.7.128.161:8096/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://106.115.24.254:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://106.115.24.250:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5,http://110.7.128.204:8096/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://110.7.128.168:8096/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://110.7.128.207:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://61.138.128.226:19901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
